fd50c4007b68a3737fe052d5a4f78ce8aa117f3d	SOBONKR12A58A7A7E0	1
fd50c4007b68a3737fe052d5a4f78ce8aa117f3d	SOEGIYH12A6D4FC0E3	1
fd50c4007b68a3737fe052d5a4f78ce8aa117f3d	SOFLJQZ12A6D4FADA6	1
fd50c4007b68a3737fe052d5a4f78ce8aa117f3d	SOHTKMO12AB01843B0	1
fd50c4007b68a3737fe052d5a4f78ce8aa117f3d	SODQZCY12A6D4F9D11	1
fd50c4007b68a3737fe052d5a4f78ce8aa117f3d	SOXLOQG12AF72A2D55	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOUVUHC12A67020E3B	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOUQERE12A58A75633	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOIPJAX12A8C141A2D	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOEFCDJ12AB0185FA0	2
d7083f5e1d50c264277d624340edaaf3dc16095b	SOATCSU12A8C13393A	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOZPZGN12A8C135B45	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOPFVWP12A6D4FC636	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOHEKND12A8AE481D0	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOPSVVG12A8C13B444	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SODSKZZ12AB0188524	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SONZTNP12A8C1321DF	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOVVLKF12A8C1424F0	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOMLKZO12AB017F4AE	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOACRJG12A8C137A8D	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SONJVYU12A8AE44F9E	1
d7083f5e1d50c264277d624340edaaf3dc16095b	SOSOUKN12A8C13AB79	1
d68dc6fc25248234590d7668a11e3335534ae4b4	SOFRQTD12A81C233C0	1
d68dc6fc25248234590d7668a11e3335534ae4b4	SOZQIUZ12A8C13CFBE	1
d68dc6fc25248234590d7668a11e3335534ae4b4	SOKQNYH12A6D4FA5D3	1
d68dc6fc25248234590d7668a11e3335534ae4b4	SOQDMED12A67ADE731	1
d68dc6fc25248234590d7668a11e3335534ae4b4	SOAXGDH12A8C13F8A1	1
d68dc6fc25248234590d7668a11e3335534ae4b4	SOAAGFH12A8C13D072	1
9be82340a8b5ef32357fe5af957ccd54736ece95	SOHGGAH12A58A795BE	15
9be82340a8b5ef32357fe5af957ccd54736ece95	SOSYIDB12A8C1371F3	4
9be82340a8b5ef32357fe5af957ccd54736ece95	SOFEGST12A58A7D682	1
9be82340a8b5ef32357fe5af957ccd54736ece95	SOKQXKD12A67ADB467	1
9be82340a8b5ef32357fe5af957ccd54736ece95	SOCOXGP12A81C21F2F	1
9be82340a8b5ef32357fe5af957ccd54736ece95	SOHYJRQ12A8C142535	3
9be82340a8b5ef32357fe5af957ccd54736ece95	SOZEVSH12AF72AC266	1
9be82340a8b5ef32357fe5af957ccd54736ece95	SOTNGRP12AB017E958	1
9be82340a8b5ef32357fe5af957ccd54736ece95	SOFIPHI12AAF3B3DB2	1
9be82340a8b5ef32357fe5af957ccd54736ece95	SOORFBA12A8C13E49E	1
9be82340a8b5ef32357fe5af957ccd54736ece95	SOIYBYP12A6D4F7761	1
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SORVQZE12A58A7AE98	1
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOXPJVO12A6D4FCC69	2
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOQMFWG12AB0186AD8	2
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOAYGQW12AB017D6FA	1
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOUIROO12A8C139C18	1
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOSHJHA12AB0181410	1
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOQCXSH12AB017D717	1
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOSERCK12AB0186462	1
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOYJUXS12AC95F02EF	1
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOEIKRK12AB017D6E0	2
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SORUMPR12AC468D4F7	3
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SONLXZV12AC960A0B1	2
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOUAZDS12A8C13BA91	1
841b2394ae3a9febbd6b06497b4a8ee8eb24b7f8	SOQCTEC12AB0186D7E	2
91b8fac7dc5e03f6cfaf6e2aa7171f14a8354d62	SOLLNTU12A6701CFDC	1
91b8fac7dc5e03f6cfaf6e2aa7171f14a8354d62	SOBXMJC12AB018293E	1
91b8fac7dc5e03f6cfaf6e2aa7171f14a8354d62	SODBXDO12A6D4FCD4F	14
91b8fac7dc5e03f6cfaf6e2aa7171f14a8354d62	SOVIJFB12A6D4F98E2	3
91b8fac7dc5e03f6cfaf6e2aa7171f14a8354d62	SOYPQYA12A6D4FB8F4	4
91b8fac7dc5e03f6cfaf6e2aa7171f14a8354d62	SOADVUP12AB0185246	1
91b8fac7dc5e03f6cfaf6e2aa7171f14a8354d62	SOJXRQY12B0B80AF75	2
91b8fac7dc5e03f6cfaf6e2aa7171f14a8354d62	SOMCWAZ12A67ADBCE3	2
91b8fac7dc5e03f6cfaf6e2aa7171f14a8354d62	SOIWEDH12AF72AB132	4
91b8fac7dc5e03f6cfaf6e2aa7171f14a8354d62	SOUDGEV12A8C135FC9	10
458833ce4418010e61304b34b2c992e1cce63435	SOVOGGO12A8C1433B2	1
458833ce4418010e61304b34b2c992e1cce63435	SOQTYTQ12A8C1377C8	1
458833ce4418010e61304b34b2c992e1cce63435	SOBKZLH12A8C13B7D3	1
458833ce4418010e61304b34b2c992e1cce63435	SOILAAJ12A8C13B7CD	1
458833ce4418010e61304b34b2c992e1cce63435	SODEYDM12A58A77072	1
458833ce4418010e61304b34b2c992e1cce63435	SOXXSYL12A8C14292A	1
458833ce4418010e61304b34b2c992e1cce63435	SOBXACU12AB01870CE	1
458833ce4418010e61304b34b2c992e1cce63435	SOOGNOZ12AAF3B2936	1
458833ce4418010e61304b34b2c992e1cce63435	SOZVHUQ12AB0182599	6
458833ce4418010e61304b34b2c992e1cce63435	SOUGACV12A6D4F84E0	1
c34670d9c1718361feb93068a853cead3c95b76a	SOEHWGF12A6D4F8B2B	3
c34670d9c1718361feb93068a853cead3c95b76a	SOAUWYT12A81C206F1	1
c34670d9c1718361feb93068a853cead3c95b76a	SOPQLBY12A6310E992	3
c34670d9c1718361feb93068a853cead3c95b76a	SOVDSJC12A58A7A271	1
c34670d9c1718361feb93068a853cead3c95b76a	SOBONKR12A58A7A7E0	1
c34670d9c1718361feb93068a853cead3c95b76a	SOYXHAJ12A81C1FD0C	4
c34670d9c1718361feb93068a853cead3c95b76a	SOPVQLJ12A67AE2281	3
c34670d9c1718361feb93068a853cead3c95b76a	SONYKOW12AB01849C9	4
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058	SOBPFUQ12A6D4FCDD2	1
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058	SODBDBO12A6D4FCDAA	1
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058	SOZZTNF12A8C139916	2
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058	SOMCIUF12A6D4F8351	1
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058	SOMBNVR12AF72A736E	2
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058	SORIWEH12A8C13D4A6	54
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058	SORNKQU12A6D4FCDC0	1
0f40e074aab2c5f47b7ddc2277fb0295b5b3a058	SOHMFHE12AAF3B3E07	2
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SORALMO12AF729EBB4	1
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SODTAHY12A8C13ACAF	1
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SOHOTAA12A8AE45F43	1
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SOJHCOH12A8AE45F4F	5
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SORKDWS12A6701E6D9	5
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SOJOIWK12AF729FAA2	1
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SOJZOFG12A8C137BAE	1
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SOEXWRK12AAF3B26AE	1
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SOWLMMH12A81C22F5E	1
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SODEAJC12A58A7769F	1
ef0d21935a2f8ae90571dbfab800f87fa5b38769	SOVAMBN12AB0187FEF	1
fdf6afb5daefb42774617cf223475c6013969724	SOJZBHH12AB017F611	1
fdf6afb5daefb42774617cf223475c6013969724	SOONUTJ12A6701D7B4	1
fdf6afb5daefb42774617cf223475c6013969724	SONXYJW12AB018898A	1
fdf6afb5daefb42774617cf223475c6013969724	SONDFYA12AB018897F	1
fdf6afb5daefb42774617cf223475c6013969724	SOATBYQ12AB0188962	1
fdf6afb5daefb42774617cf223475c6013969724	SOWDRCH12A8159E8B4	1
fdf6afb5daefb42774617cf223475c6013969724	SOJNPGW12AB018896E	1
fdf6afb5daefb42774617cf223475c6013969724	SOTFFRI12AB0188953	1
fdf6afb5daefb42774617cf223475c6013969724	SORCKFG12A6D4F8F04	1
fdf6afb5daefb42774617cf223475c6013969724	SOPWKOX12A8C139D43	1
10cbcd627472477dfbec90fb75017f8df6ce84ec	SOTNWCI12AAF3B2028	1
10cbcd627472477dfbec90fb75017f8df6ce84ec	SOJGKMM12A6D4F98CD	1
10cbcd627472477dfbec90fb75017f8df6ce84ec	SONMWXV12AB01803B4	2
10cbcd627472477dfbec90fb75017f8df6ce84ec	SOZKNSB12A8C140F11	1
10cbcd627472477dfbec90fb75017f8df6ce84ec	SOGPLBE12A58A80442	1
10cbcd627472477dfbec90fb75017f8df6ce84ec	SOBWSGV12AB018B5E0	1
10cbcd627472477dfbec90fb75017f8df6ce84ec	SOWINIH12AB018CC51	1
10cbcd627472477dfbec90fb75017f8df6ce84ec	SOXHVRT12A81C2320D	1
e9dc6b4c2b22aa6dc8260e1963021567728055b2	SOUIGCD12AB0186713	1
e9dc6b4c2b22aa6dc8260e1963021567728055b2	SOYOMRA12A6D4F9975	11
e9dc6b4c2b22aa6dc8260e1963021567728055b2	SOLMIUU12A58A79C99	3
e9dc6b4c2b22aa6dc8260e1963021567728055b2	SOMOBBZ12A8C144831	8
e9dc6b4c2b22aa6dc8260e1963021567728055b2	SOPXKYD12A6D4FA876	6
30e4a688e6fc9c8bfe55998af3996a909ae34449	SOTQBKC12A8C13E961	1
30e4a688e6fc9c8bfe55998af3996a909ae34449	SOAIBYI12AB0185C5B	1
30e4a688e6fc9c8bfe55998af3996a909ae34449	SOSMONK12A8C139059	1
30e4a688e6fc9c8bfe55998af3996a909ae34449	SOMYDVM12A6D4F7935	1
30e4a688e6fc9c8bfe55998af3996a909ae34449	SOHXBKV12A6D4F820D	2
30e4a688e6fc9c8bfe55998af3996a909ae34449	SODZOER12A8C1360FB	1
30e4a688e6fc9c8bfe55998af3996a909ae34449	SOQGYDJ12A6310F359	1
18ce1da0e1017e31baaa5f80afa64ee3c7fab379	SOKWSEA12A8C141C9D	1
18ce1da0e1017e31baaa5f80afa64ee3c7fab379	SOPGCXT12A8C138AD1	5
18ce1da0e1017e31baaa5f80afa64ee3c7fab379	SODDDWP12AB0188D17	1
18ce1da0e1017e31baaa5f80afa64ee3c7fab379	SOTVJCB12A8C136E46	1
18ce1da0e1017e31baaa5f80afa64ee3c7fab379	SOUFTBI12AB0183F65	6
18ce1da0e1017e31baaa5f80afa64ee3c7fab379	SOSXLTC12AF72A7F54	9
18ce1da0e1017e31baaa5f80afa64ee3c7fab379	SOSNJIT12A8159E8DB	2
18ce1da0e1017e31baaa5f80afa64ee3c7fab379	SOKENKR12AB01828F7	7
0b254c684efb08fd04933add2d1e4191d2a87bac	SOOPUTL12A8C143381	1
0b254c684efb08fd04933add2d1e4191d2a87bac	SOPOANU12A8AE48C9B	2
0b254c684efb08fd04933add2d1e4191d2a87bac	SOUDEUC12A6D4F95A7	1
0b254c684efb08fd04933add2d1e4191d2a87bac	SOEBOWM12AB017F279	1
